user_id,amplitude_id,total_events,high_signal_events,cancellation_signals,error_events,meaningful_screens,latest_events,num_sessions,first_used,last_used,platform,country,app_version,device,os,revenue,paying,subscription_status,subscription_plan,subscription_period,fleet_size,total_routes_created,total_routes_optimized,total_stops_planned,account_created_at,company_name,industry,user_role,plan_type,user_type,analysis_report,error,elapsed_seconds,found_backend_cancel_event,cancel_reason,cancel_note,cancel_from,payment_interval,amount_usd,cancel_event_time
116686--00,386878772415,500,cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,cancel_subscription_button_v1,,,payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,639,2022-03-05,2026-03-28,Android,Singapore,28.9,Oppo Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 116686--00 | Amplitude ID: 386878772415 | Total events: 500 | High signal events: cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,,5.92,no,N/A,N/A,N/A,N/A,N/A,
1168888--00,859758186524,500,cancel_subscription_button_v1 | backend_route_creation_v1 | navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,cancel_subscription_button_v1,,,backend_subscription_history_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | open_app_v1 | navigate_via_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,1102,2024-03-25,2026-04-01,iOS,Belgium,15.2,Apple iPhone,ios 26.4,0.0,,,,,,,,,,,,,,,User ID: 1168888--00 | Amplitude ID: 859758186524 | Total events: 500 | High signal events: cancel_subscription_button_v1 | backend_route_creation_v1 | navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_subscription_history_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | open_app_v1 | navigate_via_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,,5.81,no,N/A,N/A,N/A,N/A,N/A,
1182636--00,881575958010,335,backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,payment_send_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | signup_page_v1,45,2024-04-23,2026-04-07,Android,Italy,28.9,Motorola Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1182636--00 | Amplitude ID: 881575958010 | Total events: 335 | High signal events: backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | signup_page_v1,,5.31,yes,Routes were not proper,N/A,by_user,quarter,0.0,2026-04-04 11:27:50.000000
1185217--00,885625272605,242,save_and_optimize_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | open_app_v1 | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,4,2024-04-29,2026-04-07,iOS,Estonia,15.3,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1185217--00 | Amplitude ID: 885625272605 | Total events: 242 | High signal events: save_and_optimize_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | open_app_v1 | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,,4.94,yes,by webhook,by webhook,by_user,week,5.9071,2026-04-05 13:39:13.000000
1193586--00,896584163270,353,backend_cancel_subscription_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1,47,2024-05-14,2026-04-06,Android,Brazil,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1193586--00 | Amplitude ID: 896584163270 | Total events: 353 | High signal events: backend_cancel_subscription_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1,,5.18,yes,User canceled the subscription,N/A,by_user,week,6.75072,2026-03-30 22:46:25.000000
1198251--00,902483309906,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_subscription_history_v1 | backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1,1919,2024-05-23,2026-04-01,Android,United States,28.7,Samsung Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1198251--00 | Amplitude ID: 902483309906 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_subscription_history_v1 | backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1,,5.99,yes,Subscription was canceled by the developer,N/A,by_user,week,10.0,2026-03-30 04:01:27.000000
1198498--00,903256406665,500,cancel_subscription_button_v1 | backend_cancel_subscription_v1 | backend_route_creation_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | fleet_plans_and_payment_popup_shown | backend_subscription_history_v1,2301,2024-05-23,2026-03-22,iOS,Hungary,15.1,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1198498--00 | Amplitude ID: 903256406665 | Total events: 500 | High signal events: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | backend_route_creation_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | fleet_plans_and_payment_popup_shown | backend_subscription_history_v1,,6.01,yes,User canceled the subscription,"Other@@ Munkahely váltás, nincs már rá szükségem",by_user,month,8.425,2026-03-22 21:25:32.000000
1209201--00,918090871946,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1,,,,edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,2242,2024-06-12,2026-04-07,Android,Chile,28.9,Motorola Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1209201--00 | Amplitude ID: 918090871946 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,,5.83,no,N/A,N/A,N/A,N/A,N/A,
1209202--00,918093431872,500,cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1 | login_v1 | create_new_route_v1 | first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1 | begin_checkout_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,signup_page_v1 | onboarding_page_v1 | open_app_v1 | signup_page_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1,115,2024-06-12,2026-03-20,Android,Spain,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1209202--00 | Amplitude ID: 918093431872 | Total events: 500 | High signal events: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1 | login_v1 | create_new_route_v1 | first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1 | begin_checkout_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: signup_page_v1 | onboarding_page_v1 | open_app_v1 | signup_page_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1,,5.79,no,N/A,N/A,N/A,N/A,N/A,
1209855--00,919462113125,358,backend_cancel_subscription_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | login_v1 | fleet_new_driver_added | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | start_route_v1 | stop_detail_open_v1 | stops_added_v1 | done_adding_stop_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | stops_added_v1,52,2024-06-13,2026-03-18,iOS,Mexico,14.9,Apple iPhone,ios 26.4,0.0,,,,,,,,,,,,,,,User ID: 1209855--00 | Amplitude ID: 919462113125 | Total events: 358 | High signal events: backend_cancel_subscription_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | login_v1 | fleet_new_driver_added | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | start_route_v1 | stop_detail_open_v1 | stops_added_v1 | done_adding_stop_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | stops_added_v1,,5.32,no,N/A,N/A,N/A,N/A,N/A,
1212312--00,923344770523,77,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1 | stop_detail_open_v1 | open_app_v1 | backend_subscription_history_v1 | subscribe_v1,3,2024-06-17,2026-04-02,Android,Brazil,28.9,Motorola Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1212312--00 | Amplitude ID: 923344770523 | Total events: 77 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1 | stop_detail_open_v1 | open_app_v1 | backend_subscription_history_v1 | subscribe_v1,,5.36,yes,It's too expensive,N/A,by_user,month,9.6179,2026-04-02 03:35:20.000000
1216590--00,928815848695,500,login_v1 | backend_route_creation_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | open_app_v1 | start_route_v1,1693,2024-06-25,2026-04-04,Android,United States,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1216590--00 | Amplitude ID: 928815848695 | Total events: 500 | High signal events: login_v1 | backend_route_creation_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | onboarding_page_v1 | open_app_v1 | open_app_v1 | start_route_v1,,7.16,yes,Subscription was canceled by the developer,N/A,by_user,year,10.0,2026-03-18 14:21:42.000000
1219770--00,933989187934,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | delete_stop_v1 | stop_detail_open_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | begin_checkout_v1,1792,2024-07-02,2026-04-07,Android,Brazil,28.9,Redmi Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1219770--00 | Amplitude ID: 933989187934 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | delete_stop_v1 | stop_detail_open_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | begin_checkout_v1,,8.38,yes,by webhook,by webhook,by_user,week,0.0,2026-03-11 14:14:24.000000
1223944--00,939072682646,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,1645,2024-07-09,2026-04-07,Android,United States,28.9,Motorola Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1223944--00 | Amplitude ID: 939072682646 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,6.09,no,N/A,N/A,N/A,N/A,N/A,
1227112--00,942712153168,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | login_v1,cancel_subscription_button_v1,,,payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | edit_route_v1 | stop_added_v1,2643,2024-07-13,2026-04-07,Android,United States,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1227112--00 | Amplitude ID: 942712153168 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | login_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | payment_send_v1 | edit_route_v1 | stop_added_v1,,6.50,no,N/A,N/A,N/A,N/A,N/A,
1262908--00,978428637871,500,cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1,cancel_subscription_button_v1,,,payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,146,2024-08-30,2026-04-03,Android,United Kingdom,28.9,Nokia HMD Global Nokia G60 5G,android 14,0.0,,,,,,,,,,,,,,,User ID: 1262908--00 | Amplitude ID: 978428637871 | Total events: 500 | High signal events: cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1,,5.80,no,N/A,N/A,N/A,N/A,N/A,
1267410--00,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User ID: 1267410--00 | Amplitude ID: not found | Total events: 0 | High signal events: none | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: none | Error: The read operation timed out,The read operation timed out,11.28,yes,Changed Job,N/A,by_user,quarter,49.99,2026-03-28 20:36:20.000000
1268882--00,983388585053,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | navigate_via_v1 | first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1,2623,2024-09-05,2026-03-24,iOS,Canada,15.1,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1268882--00 | Amplitude ID: 983388585053 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | navigate_via_v1 | first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1,,5.87,no,N/A,N/A,N/A,N/A,N/A,
1272434--00,986021520608,403,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | stop_detail_open_v1,79,2024-09-09,2026-03-18,iOS,Peru,14.8,Apple iPhone,ios 26.2.1,0.0,,,,,,,,,,,,,,,User ID: 1272434--00 | Amplitude ID: 986021520608 | Total events: 403 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | stop_detail_open_v1,,6.07,no,N/A,N/A,N/A,N/A,N/A,
1326882--00,1030995546815,500,navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | login_v1,,,,navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,2361,2024-10-31,2026-04-07,iOS,Czech Republic,15.4,Apple iPhone,ios 26.4,0.0,,,,,,,,,,,,,,,User ID: 1326882--00 | Amplitude ID: 1030995546815 | Total events: 500 | High signal events: navigate_via_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | login_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,,6.09,no,N/A,N/A,N/A,N/A,N/A,
1338510--00,1039312570164,500,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1,1964,2024-11-10,2026-04-07,Android,Belgium,28.9,Xiaomi Xiaomi 2407FPN8EG,android 16,0.0,,,,,,,,,,,,,,,User ID: 1338510--00 | Amplitude ID: 1039312570164 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1,,5.65,no,N/A,N/A,N/A,N/A,N/A,
1365549--00,1060556211991,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | fleet_new_driver_added | cancel_subscription_button_v1 | login_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,919,2024-12-03,2026-04-03,Android,United States,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1365549--00 | Amplitude ID: 1060556211991 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | fleet_new_driver_added | cancel_subscription_button_v1 | login_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,6.39,no,N/A,N/A,N/A,N/A,N/A,
1379342--00,1072395791838,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1,1068,2024-12-16,2026-04-04,Android,Brazil,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1379342--00 | Amplitude ID: 1072395791838 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1,,6.36,no,N/A,N/A,N/A,N/A,N/A,
140445--00,552942622752,500,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | begin_checkout_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1,2976,2023-01-21,2026-04-07,Android,Brazil,28.9,Redmi Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 140445--00 | Amplitude ID: 552942622752 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1,,6.38,no,N/A,N/A,N/A,N/A,N/A,
